"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de seal sub - manual","Xx","0.5","0.5","1","1","Solda Manual","W07","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de seal sub - manual","Xx","0.5","0.5","1","1","Solda Manual","W07","2026","02. Terça","Concluído",,
"Centro de Custo","HMH","470004734","Riser","Caixas CK Fabricadas - Tratamento termico","Xx","4","4","2","2","Tratamento Térmico","W07","2026","03. Quarta","Concluído",,
"Centro de Custo","HMH","Xx","Riser","Ultrassom nas caixas fabricadas","Xx","4","4","2","1","Inspeção","W07","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento térmico de caixa BO","AMS-BO-B-8 / 43","2","2","2","2","Tratamento Térmico","W07","2026","02. Terça","Concluído",,
"Centro de Custo","HMH","Xx","Riser","Inspeção final após fabricação Dimensional e LP","Xx","7","7","1","1","Inspeção","W07","2026","03. Quarta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Verificação de itens e Info. Gerais","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Limpeza","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Preparação da instrumentação Hidráulica","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Polimento da área de vedação","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Machear Roscas","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Teste Grau Contaminação Fluido - Inicial","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Montagem dos Cartuchos","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","07. Domingo","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Montagem do Upper Body","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","07. Domingo","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Montagem Final","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","07. Domingo","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Preparação para testes","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W07","2026","07. Domingo","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Medição de folga do Conector","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","01. Segunda","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Medição de Haste Indicadora ","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","01. Segunda","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Teste Função Lock/Unlock System test","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","01. Segunda","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Registro pressão Destrav. Cycle Test","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","02. Terça","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Teste de cartuchos","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","03. Quarta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Montagem do flange de test","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","03. Quarta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 UPPER - Teste de Corpode baixa pressão Sede VX/VT","H4 UPPER","1","1","1",,"Mecânico Hidraulico","W08","2026","04. Quinta","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Riser","H4 Lower Wear Ring - Jateamento Al2O3","H4 Lower Wear Ring","1","1","1","1","Pintura","W07","2026","02. Terça","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Riser","H4 Lower Wear Ring - Jateamento Al2O3","H4 Lower Wear Ring","1","1","1","2","Pintura","W07","2026","03. Quarta","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Riser","H4 Lower Wear Ring e Washers - Alívio Pré Fosfato","Pós jateamento","1","1","1","1","Tratamento Térmico","W07","2026","02. Terça","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Riser","H4 Lower Wear Ring e Washers - Alívio Pós Fosfato","H4 Lower Wear Ring e Washers","1","1","1","2","Tratamento Térmico","W07","2026","03. Quarta","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Riser","H4 Lower Wear Ring - Fosfato","H4 Lower Wear Ring","1","1","1","2","Pintura","W07","2026","03. Quarta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste de Corpo de Alta pressão Sede VX","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","04. Quinta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste Corpo com Sistema Fechado Sede VX","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","04. Quinta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste de Corpo com Sistema Aberto VX","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste de Baixa Pressão da sede VT","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste de Alta Pressão da Sede VT","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Teste de Drift","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Inspeção Torque","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Desmontagem do flange de teste","Flange De Teste","1","1","1",,"Mecânico Hidraulico","W08","2026","05. Sexta","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Elaboração de Chart Report","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Enviar VGS e carta Gráfica assinada pelo CQ","H4 Upper","1","1","1",,"Mecânico Hidraulico","W08","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Inspeção Visual das sedes VX/VT E BX","H4 Upper","1","1","1",,"Inspeção","W08","2026","06. Sábado","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","H4 Upper - Flash de Pintura","H4 Upper","1","1","1","2","Pintura","W08","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Inspeção base line linhas LH's","LGS-038 - LH1 e LH2","2","2","2","1","Inspeção","W07","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento linha CK","LGS-CK-26 (LGS-036)","1","1","2","2","Tratamento Térmico","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento linha CK ","AMS-CK-163 (AMS-114) / AMS-CK-AMS-CK-70 (AMS-113","2","2","2","2","Tratamento Térmico","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento flange pino","Xx","1","1","2","2","Tratamento Térmico","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento flange pino","Xx","1","1","2","2","Tratamento Térmico","W08","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento linha CK","AMS-CK-166","1","1","2","1","Tratamento Térmico","W08","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem final de caixa CK","Xx","2","2","2","2","CNC","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem final de caixa CK","Xx","2","2","2","2","CNC","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem final de caixa CK","Xx","2","2","2","1","CNC","W08","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem final de caixa CK","Xx","2","2","2","1","CNC","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda Cladding caixa CK","Xx","2","2","2","2","Cladding","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda Cladding caixa CK","Xx","2","2","2","2","Cladding","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda Cladding caixa CK","Xx","2","2","2",,"Cladding","W08","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de Flange lado pino","Xx","1","1","1","1","Orbital","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de Flange lado pino","Xx","1","1","1","1","Orbital","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de linha CK","Xx","2","2","1","1","Orbital","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de linha CK","Xx","2","2","1","1","Orbital","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de linha CK","Xx","4","2","1","1","Orbital","W08","2026","03. Quarta","Parcial",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de linha CK","Xx","2","4","1",,"Orbital","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda de linha CK","Xx","2","2","1","1","Orbital","W08","2026","05. Sexta","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470005982","Riser","Solda cladding - Piston","Piston","0.33","0","2","0","Cladding","W08","2026","04. Quinta","Não Executado","Atividade Predecessora","Componente ainda em usinagem "
"CON-Diverter FS21-470005982","Constellation","470005982","Riser","Solda cladding - Piston","Piston","0.33","0","2","0","Cladding","W08","2026","05. Sexta","Não Executado","Atividade Predecessora","Componente ainda em usinagem"
"CON-Diverter FS21-470005982","Constellation","470005982","Riser","Solda cladding - Piston","Piston","0.33","0.1","2","2","Cladding","W08","2026","06. Sábado","Parcial",,
"Centro de Custo","HMH","470004734","Riser","Solda manual Seal Sub","Xx","0.5","0.5","1","1","Solda Manual","W08","2026","04. Quinta","Concluído",,
"Centro de Custo","HMH","470004734","Riser","Solda manual Seal Sub","Xx","0.5","0","1",,"Solda Manual","W08","2026","05. Sexta","Não Executado","Prioridade Alinhada com Planejamento","Necessidade de atender outra demanda"
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento de linha CK","LGS-047 / AMS-041","4","2","2","2","Tratamento Térmico","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Tratamento de linha CK","AMS-CK-168/145/131","2","3","2","2","Tratamento Térmico","W08","2026","05. Sexta","Concluído",,
"Centro de Custo","HMH"," Xx","Riser","Dispositivos de testes fabricados - 17 peças - Fosfato","CK, BO, LH","17",,"2",,"Pintura","W08","2026","05. Sexta","Não Executado","Atividade Predecessora","Não movimentado"
"Centro de Custo","Constellation","Xx","Riser","Receptáculo fabricados CK e BO - fosfato","2 CK / 2 BO","4","4","2","2","Pintura","W08","2026","05. Sexta","Concluído",,
"Centro de Custo","HMH","Xx","Riser","Caixas fabricadas CK - Fosfato","Xx","7",,"2",,"Pintura","W08","2026","05. Sexta","Não Executado","Atividade Predecessora","Não inspecionado nem movimentado"
"CSA - Amaralina Star","Constellation","470004734","Riser","Corte de main pipe","AMS-090","3","3","1","1","Bisel","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x tubo CK","AMS-CK-41","2","2","1","1","Bisel","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x conector","AMS-CK-166","2","2","1","1","Bisel","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x conector","Xx","4","4","1","1","Bisel","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x conector","Xx","4","4","1","1","Bisel","W08","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x conector","Xx","4","4","1","1","Bisel","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x tubo Main Line","AMS-090","2",,"1",,"Bisel","W08","2026","04. Quinta","Não Executado","Planejamento Incorreto","Não há nipple para seguir com o AMS-090"
"CSA - Amaralina Star","Constellation","470004734","Riser","Bisel tubo x conector Choke&Kill","xx","2","4","1","1","Bisel","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Solda orbital Main Line","AMS-090","1",,"2",,"Orbital","W08","2026","05. Sexta","Não Executado","Planejamento Incorreto","Sem tubo de nipple"
"Centro de Custo","HMH","Xx","Riser","Fabricação dispositivo para hidrojato","Xx","0.5","0","1",,"Calderaria","W08","2026","05. Sexta","Não Executado",,
"Centro de Custo","HMH","Xx","Riser","Fabricação dispositivo para hidrojato","Xx","0.5","0","1",,"Calderaria","W08","2026","04. Quinta","Não Executado",,
"CSA - Lone Star","Constellation","470004732","Riser","Hidrojateamento","GDS-041	LNS-096	LNS-068	LNS-035	LNS-087","6","5","4","3","Hidrojato","W09","2026","01. Segunda","Parcial",,
"CSA - Lone Star","Constellation","470004732","Riser","Hidrojateamento","APS-005	GDS-044	APS-060","6","3","4","3","Hidrojato","W09","2026","02. Terça","Parcial",,
"CSA - Lone Star","Constellation","470004732","Riser","Hidrojateamento","Xx","6","0","4","0","Hidrojato","W09","2026","04. Quinta","Não Executado","Decisão do Operador","Equipe foi realocada para auxiliar na mecanica"
"CSA - Lone Star","Constellation","470004732","Riser","Hidrojateamento","APS-093","6","1","4","3","Hidrojato","W09","2026","05. Sexta","Parcial",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Troca de boia, ajustes e fechamento","AMS-028/29/33/37/40/55 + LGS-23/38/46/53","10","10","8","8","Mecânico Riser","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes e fechamento","AMS-66/48/114/116/85 + LGS-44/64/105","4","4","8","8","Mecânico Riser","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes e fechamento","AMS-66/48/114/116/85 + LGS-44/64/105","4","4","8","8","Mecânico Riser","W08","2026","03. Quarta","Concluído",,
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes de Stop Nut","LNS-011/035/055/065/068/069/087/093/096","9",,"2",,"Mecânico Riser","W08","2026","04. Quinta","Não Executado","Prioridade Alinhada com Planejamento","Sem recurso alocado"
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes de Stop Nut","APS-030/041/058/060/064/068/079/088/089/093/094 + GDS-041/044/054/057 + LNS-101","16","4","4","4","Mecânico Riser","W08","2026","05. Sexta","Parcial",,
"CSA - Lone Star","Constellation","470004732","Riser","Preservação e fechamento","LNS-011/035/055/065/068/069/087/093/096","9","4","2","4","Mecânico Riser","W08","2026","05. Sexta","Parcial",,
"CSA - Lone Star","Constellation","470004732","Riser","Preservação + Fechamento","APS-030/041/058/060/064/068/079/088/089/093/094 + GDS-041/044/054/057 + LNS-101","16","6","4","4","Mecânico Riser","W08","2026","06. Sábado","Parcial",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Substituição de linha + Montagem de Flutuador + Montagem de Thrust Collar e Clamp","AMS-026/075/091/046/096 + LGS-060","3","3","6","6","Mecânico Riser","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Substituição de linha + Montagem de Flutuador + Montagem de Thrust Collar e Clamp","AMS-026/075/091/046/096 + LGS-060","3","3","6","6","Mecânico Riser","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004732","Riser","Desmontagem de boia + Desmontagem de luva","AMS-024/092 + LGS-054/076/080","2.5","2.5","4","4","Mecânico Riser","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004732","Riser","Desmontagem de boia + Desmontagem de luva","AMS-024/092 + LGS-054/076/080","2.5","2.5","4","6","Mecânico Riser","W08","2026","05. Sexta","Concluído",,
